date,002594.SZ,128062.SZ,159820.SZ,159949.SZ,512690.SH,113017.SH,002340.SZ,600059.SH
2012-02-19,,,,,,,,
2012-02-20,25.6,,,,,,54.48367062,78.61878186999999
2012-02-21,25.77,,,,,,54.77152863,82.07536068
2012-02-22,26.74,,,,,,56.86504143,82.59017029
2012-02-23,26.52,,,,,,58.46134494,82.00181644999999
2012-02-24,26.52,,,,,,58.98472313999999,83.03143567
2012-02-25,,,,,,,,
2012-02-26,,,,,,,,
2012-02-27,26.57,,,,,,59.40342569999999,82.73725875
2012-02-28,26.38,,,,,,60.188492999999994,82.59017029
2012-02-29,26.14,,,,,,57.65010873,82.36953759999999
2012-03-01,25.74,,,,,,57.91179783,83.39915682
2012-03-02,26.16,,,,,,60.188492999999994,84.28168758
2012-03-03,,,,,,,,
2012-03-04,,,,,,,,
2012-03-05,26.4,,,,,,61.235249399999994,84.79649719
2012-03-06,26.65,,,,,,61.07823594,84.5758645
2012-03-07,27.29,,,,,,62.779215089999994,82.14890491
2012-03-08,27.13,,,,,,63.642789119999996,83.69333374
2012-03-09,27.39,,,,,,63.72129585,87.5176337
2012-03-10,,,,,,,,
2012-03-11,,,,,,,,
2012-03-12,27.12,,,,,,63.642789119999996,88.62079715
2012-03-13,27.13,,,,,,62.517525989999996,88.91497407
2012-03-14,25.35,,,,,,60.136155179999996,85.45839525999999
2012-03-15,24.61,,,,,,58.82770968,87.66472216
2012-03-16,25.35,,,,,,61.313756129999994,92.51864134
2012-03-17,,,,,,,,
2012-03-18,,,,,,,,
2012-03-19,26.37,,,,,,63.32876219999999,91.34193366
2012-03-20,25.97,,,,,,61.28758722,90.09168174999999
2012-03-21,26.33,,,,,,62.726877269999996,89.35623945
2012-03-22,26.97,,,,,,61.10440485,89.20915099
2012-03-23,26.0,,,,,,58.95855423,85.89966064
2012-03-24,,,,,,,,
2012-03-25,,,,,,,,
2012-03-26,26.47,,,,,,59.717452619999996,89.94459329
2012-03-27,26.92,,,,,,59.298750059999996,88.10598754
2012-03-28,26.25,,,,,,55.66127157,80.45738761999999
2012-03-29,27.2,,,,,,53.907954600000004,78.91295879
2012-03-30,28.3,,,,,,54.457501709999995,77.36852995999999
2012-03-31,,,,,,,,
2012-04-01,,,,,,,,
2012-04-02,,,,,,,,
2012-04-03,,,,,,,,
2012-04-04,,,,,,,,
2012-04-05,28.93,,,,,,56.420169959999996,82.07536068
2012-04-06,28.37,,,,,,56.7865347,82.81080297999999
2012-04-07,,,,,,,,
2012-04-08,,,,,,,,
2012-04-09,28.39,,,,,,56.7865347,80.53093184999999
2012-04-10,28.74,,,,,,56.60335232999999,82.29599336999999
2012-04-11,30.6,,,,,,55.97529849,82.07536068
2012-04-12,31.4,,,,,,57.41458854,83.47270105
2012-04-13,30.85,,,,,,57.91179783,82.81080297999999
2012-04-14,,,,,,,,
2012-04-15,,,,,,,,
2012-04-16,30.66,,,,,,57.07439270999999,83.1049799
2012-04-17,30.66,,,,,,55.7397783,80.82510877
2012-04-18,31.35,,,,,,57.49309526999999,82.51662606000001
2012-04-19,28.79,,,,,,57.20523726,82.51662606000001
2012-04-20,27.79,,,,,,57.964135649999996,83.17852413
2012-04-21,,,,,,,,
2012-04-22,,,,,,,,
2012-04-23,27.1,,,,,,55.425751379999994,85.75257218
2012-04-24,27.95,,,,,,54.85003536,88.03244331
2012-04-25,27.4,,,,,,55.2164001,87.44408947
2012-04-26,26.39,,,,,,55.47808919999999,88.40016446
2012-04-27,25.76,,,,,,54.69302189999999,89.65041636999999
2012-04-28,,,,,,,,
2012-04-29,,,,,,,,
2012-04-30,,,,,,,,
2012-05-01,,,,,,,,
2012-05-02,26.29,,,,,,56.44633887,90.38585866999999
2012-05-03,26.33,,,,,,57.62393982,91.1948452
2012-05-04,26.61,,,,,,59.53427025,93.4011721
2012-05-05,,,,,,,,
2012-05-06,,,,,,,,
2012-05-07,26.78,,,,,,59.926803899999996,95.09268938999999
2012-05-08,26.67,,,,,,59.926803899999996,92.6657298
2012-05-09,25.83,,,,,,57.964135649999996,90.90066827999999
2012-05-10,25.59,,,,,,58.27816257,94.50433555
2012-05-11,25.35,,,,,,57.99030456,95.60749899999999
2012-05-12,,,,,,,,
2012-05-13,,,,,,,,
2012-05-14,24.87,,,,,,58.435176029999994,93.69534902
2012-05-15,24.2,,,,,,57.46692636,94.21015863
2012-05-16,24.15,,,,,,56.498676689999996,94.79851247
2012-05-17,25.12,,,,,,57.44075744999999,101.78521432
2012-05-18,24.2,,,,,,57.388419629999994,102.44711239
2012-05-19,,,,,,,,
2012-05-20,,,,,,,,
2012-05-21,24.58,,,,,,59.06322987,102.44711239
2012-05-22,24.87,,,,,,59.19407442,112.66976036
2012-05-23,24.79,,,,,,58.40900712,119.28874105999999
2012-05-24,24.15,,,,,,58.48751385,119.43582951999998
2012-05-25,24.38,,,,,,58.61835839999999,116.34697186
2012-05-26,,,,,,,,
2012-05-27,,,,,,,,
2012-05-28,23.75,,,,,,58.3566693,116.12633917
2012-05-29,24.3,,,,,,58.99041199,115.97925070999999
2012-05-30,24.46,,,,,,64.90529663,116.78823724
2012-05-31,24.6,,,,,,71.40110743999999,117.74431223
2012-06-01,24.28,,,,,,69.13021422999999,115.68507379
2012-06-02,,,,,,,,
2012-06-03,,,,,,,,
2012-06-04,23.65,,,,,,69.13021422999999,110.83115461
2012-06-05,23.2,,,,,,69.81676334,109.43381424
2012-06-06,23.17,,,,,,68.02117336,109.50735847
2012-06-07,22.81,,,,,,65.90871455999999,109.94862384999999
2012-06-08,22.81,,,,,,66.70088661,106.93331041999998
2012-06-09,,,,,,,,
2012-06-10,,,,,,,,
2012-06-11,22.94,,,,,,73.14388595,108.40927668999998
2012-06-12,22.36,,,,,,69.23583717,108.85206475
2012-06-13,22.57,,,,,,70.66174686000001,114.90350157
2012-06-14,23.34,,,,,,74.20011535,112.39436923
2012-06-15,23.13,,,,,,77.79129531,107.67129659
2012-06-16,,,,,,,,
2012-06-17,,,,,,,,
2012-06-18,23.57,,,,,,77.89691825,107.67129659
2012-06-19,23.21,,,,,,75.36196769,110.91840902999999
2012-06-20,23.17,,,,,,76.84068885,104.20279011999999
2012-06-21,22.72,,,,,,72.8798286,105.01456823
2012-06-22,,,,,,,,
2012-06-23,,,,,,,,
2012-06-24,,,,,,,,
2012-06-25,21.8,,,,,,70.66174686000001,99.92250553999999
2012-06-26,21.6,,,,,,70.13363215999999,101.02947568999998
2012-06-27,21.43,,,,,,70.34487804,102.80062792999999
2012-06-28,20.4,,,,,,68.28523071,102.72682992
2012-06-29,19.86,,,,,,70.29206657,105.30976027
2012-06-30,,,,,,,,
2012-07-01,,,,,,,,
2012-07-02,20.27,,,,,,70.29206657,110.03283291
2012-07-03,19.82,,,,,,70.29206657,109.59004485
2012-07-04,19.08,,,,,,70.29206657,111.65638913
2012-07-05,19.12,,,,,,70.29206657,109.73764086999999
2012-07-06,19.64,,,,,,70.29206657,114.82970356
2012-07-07,,,,,,,,
2012-07-08,,,,,,,,
2012-07-09,19.04,,,,,,70.29206657,112.02537917999999
2012-07-10,19.07,,,,,,70.29206657,106.49052843
2012-07-11,19.01,,,,,,70.29206657,112.68956126999998
2012-07-12,19.65,,,,,,70.29206657,114.46071350999999
2012-07-13,19.05,,,,,,70.29206657,117.33883589999999
2012-07-14,,,,,,,,
2012-07-15,,,,,,,,
2012-07-16,17.15,,,,,,70.29206657,114.60830952999999
2012-07-17,16.96,,,,,,70.29206657,115.93667371
2012-07-18,17.18,,,,,,70.29206657,114.16552147
2012-07-19,17.39,,,,,,70.29206657,112.32057122
2012-07-20,16.72,,,,,,70.29206657,110.62321698999999
2012-07-21,,,,,,,,
2012-07-22,,,,,,,,
2012-07-23,16.65,,,,,,70.29206657,105.45735628999999
2012-07-24,16.86,,,,,,70.29206657,107.0071145
2012-07-25,16.3,,,,,,70.29206657,104.7931742
2012-07-26,15.3,,,,,,70.29206657,104.7931742
2012-07-27,15.13,,,,,,70.29206657,102.35783986999999
2012-07-28,,,,,,,,
2012-07-29,,,,,,,,
2012-07-30,14.2,,,,,,70.29206657,101.76745578999999
2012-07-31,14.2,,,,,,70.29206657,97.19197917
2012-08-01,14.27,,,,,,70.29206657,98.8893334
2012-08-02,14.3,,,,,,70.29206657,99.70111150999999
2012-08-03,14.41,,,,,,70.87299274,103.39101201
2012-08-04,,,,,,,,
2012-08-05,,,,,,,,
